id,features
2811,"[0.12568466365337372, 0.11353867501020432, 0.04042673856019974, 0.0, 0.4301460385322571, 0.004826748743653297, 0.6602379679679871, 0.8409282565116882, 0.3796176016330719, 0.17930471897125244, 0.13318707048892975, 0.3629855513572693, 0.25247323513031006, 0.0, 0.08138120919466019, 0.1809731423854828, 1.2544862031936646, 0.3619588017463684, 0.3133080303668976, 0.12614485621452332]"
2821,"[0.8933979272842407, 0.10437478125095367, 0.7591339349746704, 0.16570739448070526, 0.028174718841910362, 0.033333491533994675, 0.44489234685897827, 0.0, 0.0, 0.4686656594276428, 0.0, 0.5360671281814575, 1.4465972185134888, 0.061101533472537994, 0.3600037693977356, 0.0, 0.0, 0.025495586916804314, 0.49945196509361267, 0.24598842859268188]"
2831,"[0.4136640429496765, 0.06414531171321869, 0.19922195374965668, 0.10583299398422241, 0.610609233379364, 0.0, 0.4029387831687927, 0.8836557865142822, 0.25031721591949463, 0.0005021373508498073, 0.0, 0.5692672729492188, 0.21288426220417023, 0.9861233234405518, 0.44578075408935547, 0.6263248324394226, 0.0, 0.0, 1.1437755823135376, 0.5153439044952393]"
2841,"[0.0, 0.05538015440106392, 0.21509405970573425, 0.22606481611728668, 1.0134050846099854, 0.27135223150253296, 0.15203215181827545, 0.1096944659948349, 0.07857956737279892, 0.06599321216344833, 0.0, 0.0, 0.4989607632160187, 0.8855558037757874, 0.0, 1.2938437461853027, 0.8368274569511414, 0.8830885291099548, 0.02546866238117218, 0.643180251121521]"
2851,"[0.0, 0.5254545211791992, 0.6787867546081543, 0.019215475767850876, 0.47559699416160583, 0.6605178713798523, 0.037385810166597366, 0.0, 0.7359980344772339, 1.2334166765213013, 0.3594515919685364, 0.6813381314277649, 0.8178565502166748, 0.0, 0.2498144954442978, 0.4337586462497711, 0.0, 0.6395914554595947, 0.16059111058712006, 0.27179694175720215]"
2861,"[0.33837494254112244, 0.2600688636302948, 0.08131138980388641, 1.0206632614135742, 0.15771426260471344, 0.5860470533370972, 0.4508153796195984, 0.04863587021827698, 0.815231442451477, 0.0, 0.0, 0.0, 0.6885496973991394, 0.0, 0.8970836400985718, 0.5931621789932251, 0.4390013813972473, 0.6989209651947021, 0.0004316740669310093, 0.0]"
2871,"[0.0, 0.027929360046982765, 0.5109884738922119, 0.8782876133918762, 0.0, 0.3667058050632477, 0.03962100297212601, 0.1225239485502243, 0.1989174336194992, 0.17988184094429016, 0.0, 0.9427735805511475, 0.23708611726760864, 0.2674609422683716, 0.34167301654815674, 0.6885818839073181, 0.6829936504364014, 0.3709396421909332, 1.0370144844055176, 0.10200634598731995]"
2881,"[0.7661142945289612, 0.0, 0.2905735969543457, 0.0, 0.5671760439872742, 0.21446287631988525, 0.16629475355148315, 0.0, 0.0, 0.4953559339046478, 0.6912280917167664, 0.28242751955986023, 1.305070161819458, 0.2177276313304901, 0.3091302812099457, 0.25377801060676575, 0.5546417236328125, 0.0, 0.39191803336143494, 0.46033746004104614]"
2891,"[0.0, 0.0, 0.08730223774909973, 1.1750288009643555, 0.17467498779296875, 0.0, 0.0, 0.06983227282762527, 0.4398188292980194, 0.0, 0.0, 0.719451904296875, 1.2882359027862549, 0.0, 0.19014234840869904, 1.1278201341629028, 0.10941597819328308, 0.22954748570919037, 0.6275774240493774, 0.0]"
2901,"[0.594504714012146, 0.04362073913216591, 0.017102669924497604, 0.8885402083396912, 0.0, 0.0, 0.0, 0.14136208593845367, 0.0, 0.8319627046585083, 0.47132694721221924, 0.2993103563785553, 0.1511668562889099, 0.20330482721328735, 0.0, 0.4203990697860718, 0.7703133821487427, 0.3979243338108063, 0.3326682150363922, 0.953320324420929]"
2911,"[0.05021044611930847, 0.25386878848075867, 0.0, 1.7005987167358398, 0.27315276861190796, 0.31648871302604675, 0.30264127254486084, 0.0, 0.24317100644111633, 0.0, 0.5071276426315308, 0.5004611611366272, 0.8205817341804504, 0.0, 0.0, 0.12713688611984253, 0.0, 0.0, 0.14632868766784668, 0.35781729221343994]"
2921,"[0.48319870233535767, 0.0, 0.8660181164741516, 0.0, 0.3645610809326172, 0.7931562662124634, 0.12265986204147339, 0.9025543928146362, 0.0, 1.373961329460144, 0.4793931841850281, 0.118963323533535, 0.0, 0.3763285279273987, 0.0, 0.0, 0.2752492129802704, 0.20291590690612793, 0.0, 0.23113355040550232]"
2931,"[0.2626326084136963, 0.6304856538772583, 0.3303042948246002, 0.03827483206987381, 0.41899916529655457, 0.46550682187080383, 0.6575088500976562, 0.6771488189697266, 0.34188902378082275, 0.3660908043384552, 0.10378055274486542, 0.23205621540546417, 0.3361310660839081, 0.7371460199356079, 0.20480112731456757, 1.050695538520813, 0.0, 1.0507092475891113, 0.0, 0.0]"
2941,"[0.4305722713470459, 0.0, 0.22453920543193817, 0.38756367564201355, 0.6162800788879395, 0.20491960644721985, 0.0, 0.4395272731781006, 0.19327574968338013, 0.20735716819763184, 0.18568852543830872, 0.050730638206005096, 0.9871577620506287, 0.0, 0.5220077633857727, 0.8973162174224854, 0.42926257848739624, 1.174841046333313, 0.0, 0.020197762176394463]"
2951,"[0.20212839543819427, 0.2622067928314209, 0.0, 0.0, 0.5101878643035889, 0.99324631690979, 0.3763631582260132, 0.9723960757255554, 0.8160414695739746, 0.22807307541370392, 0.33822405338287354, 0.5747172832489014, 0.0969846174120903, 0.8931043744087219, 0.0, 0.21972161531448364, 0.24215175211429596, 0.1776999533176422, 0.2100980132818222, 0.0]"
2961,"[0.48074594140052795, 0.16618603467941284, 0.33029451966285706, 1.3269003629684448, 0.15655674040317535, 0.44660484790802, 0.6215329170227051, 0.09157013893127441, 1.2148571014404297, 0.5481753945350647, 0.0019355788826942444, 0.08309080451726913, 0.16172286868095398, 0.11363647878170013, 0.20925787091255188, 0.0, 0.6510318517684937, 0.729086697101593, 0.0, 0.0]"
2971,"[0.0, 0.8851404190063477, 0.265158087015152, 0.5325171947479248, 0.0, 0.7955202460289001, 0.37384817004203796, 0.06955628842115402, 0.0, 0.5730280876159668, 0.6635768413543701, 0.2612328827381134, 0.0, 0.9767708778381348, 0.27746424078941345, 0.029042355716228485, 0.0, 0.7192625403404236, 0.0, 0.0]"
2981,"[0.6090443730354309, 0.7478179335594177, 0.45613494515419006, 0.23527905344963074, 0.09608776122331619, 0.0, 0.2578636705875397, 0.0634063258767128, 0.4806130826473236, 0.7516216039657593, 0.4410734176635742, 0.7560557723045349, 0.01826370134949684, 0.0, 0.0, 0.9849696159362793, 0.949786901473999, 0.31491613388061523, 0.20227956771850586, 0.0]"
2991,"[0.7474426627159119, 0.9040938019752502, 0.19948449730873108, 0.8602744340896606, 0.0, 0.8269219398498535, 0.1851825714111328, 0.0, 0.0, 0.0, 0.0, 0.26041388511657715, 0.0, 0.4574076235294342, 0.0, 0.6931735873222351, 0.6402298808097839, 0.0, 0.6223951578140259, 0.16926917433738708]"
3001,"[0.5578574538230896, 0.7936103940010071, 0.5533297657966614, 0.0, 0.0, 0.0, 0.7133147716522217, 0.6350609064102173, 0.2041616588830948, 1.2864104509353638, 0.0, 0.282442569732666, 0.0, 0.0, 0.8952367305755615, 0.09473919868469238, 0.0, 0.0, 0.1430155634880066, 0.0]"
3011,"[0.0, 0.8685122132301331, 1.4675718545913696, 0.1444721668958664, 0.20094245672225952, 0.19054819643497467, 0.0, 0.8884126543998718, 0.721775472164154, 0.0, 0.0, 0.0, 0.6169484853744507, 0.6939164996147156, 0.041981291025877, 0.35094210505485535, 0.7886131405830383, 0.0, 0.18529368937015533, 0.0]"
3021,"[0.0, 0.501710832118988, 0.5919377207756042, 0.0, 0.0, 1.7405710220336914, 0.21370889246463776, 0.0, 0.4365859925746918, 0.3292650580406189, 0.0, 0.2190300077199936, 0.0, 0.13146252930164337, 0.0, 0.2400076538324356, 0.7342311143875122, 0.029437053948640823, 0.3228263258934021, 0.5364775657653809]"
3031,"[0.2476787269115448, 0.15543359518051147, 0.23025894165039062, 0.32413631677627563, 0.41149428486824036, 1.0209786891937256, 0.12882789969444275, 0.540339469909668, 0.5186142325401306, 0.0, 0.0, 0.06404103338718414, 0.7251599431037903, 0.40557852387428284, 0.9343856573104858, 0.1606200635433197, 0.7647311687469482, 0.5890228748321533, 0.26709210872650146, 0.0]"
3041,"[0.11999095231294632, 1.0939383506774902, 0.4097435772418976, 0.7309616208076477, 0.10032288730144501, 0.0, 0.7635632157325745, 0.7657384872436523, 0.029525628313422203, 0.45109593868255615, 0.0, 0.17100802063941956, 0.13858157396316528, 0.3081757724285126, 0.0, 0.24039311707019806, 0.09657641500234604, 0.7837489247322083, 0.0, 0.605316698551178]"
3051,"[0.23879382014274597, 0.0, 0.9137952327728271, 0.16466327011585236, 0.0, 0.06545574218034744, 0.014295602217316628, 1.0179911851882935, 0.0, 0.8033883571624756, 0.27300044894218445, 0.1295357644557953, 0.0, 1.2411354780197144, 0.31128260493278503, 0.0, 0.596805214881897, 0.49093741178512573, 0.0, 0.4456805884838104]"
3061,"[0.0, 1.0549982786178589, 0.2253834754228592, 1.1557090282440186, 0.4631567895412445, 1.0411471128463745, 0.0, 0.4288920760154724, 0.39693957567214966, 0.0, 0.042988378554582596, 0.0, 0.15068957209587097, 1.0948047637939453, 0.04015500843524933, 0.08587916940450668, 0.0, 0.0, 0.6068459749221802, 0.5651799440383911]"
3071,"[0.6387975215911865, 0.38992366194725037, 0.4490043818950653, 0.7286338806152344, 0.06260918080806732, 0.28457149863243103, 0.0, 0.0374535508453846, 0.838737964630127, 0.4838219881057739, 0.0, 0.0, 0.0, 0.0, 0.24651600420475006, 0.0, 1.090933084487915, 0.7133476138114929, 0.9717940092086792, 0.5434020161628723]"
3081,"[0.5172582864761353, 0.7134979963302612, 0.16299250721931458, 0.07633772492408752, 0.6501016020774841, 0.0, 0.0, 0.2762431800365448, 0.9507420063018799, 0.4903571605682373, 0.014022140763700008, 0.5848405361175537, 0.0, 0.2640964984893799, 0.04195236787199974, 0.0, 0.36747342348098755, 1.0493216514587402, 0.6404323577880859, 0.2255803495645523]"
3091,"[0.0, 0.0, 0.4783623218536377, 0.0, 0.45569297671318054, 0.0, 0.8741751909255981, 0.0, 1.0623224973678589, 0.0, 0.0, 0.06119038537144661, 0.0, 1.0306463241577148, 0.6840735673904419, 0.5123091340065002, 0.14494365453720093, 0.23341183364391327, 0.0, 0.5547376871109009]"
3101,"[0.12083344161510468, 0.0, 0.0, 0.9537022709846497, 0.0, 0.0, 1.0796386003494263, 0.5334257483482361, 0.5333738923072815, 0.0, 1.1215764284133911, 0.0, 0.287719190120697, 0.6715594530105591, 0.6310600638389587, 0.0, 0.0, 0.04054255411028862, 0.1983357071876526, 0.6277244687080383]"
3111,"[0.0, 0.040441498160362244, 0.5187798738479614, 0.6382754445075989, 0.8137844204902649, 0.6074147820472717, 0.49577951431274414, 0.1576509177684784, 0.5721392035484314, 0.6732949018478394, 0.6868453025817871, 0.4564460813999176, 0.0, 0.2484738677740097, 0.0, 0.5216442942619324, 0.0, 0.09708154201507568, 0.20317044854164124, 0.23936334252357483]"
3121,"[0.0, 0.0, 0.6564540863037109, 0.0, 1.0086709260940552, 0.6401326060295105, 0.0, 0.0, 0.41481083631515503, 0.1264558732509613, 0.5581735372543335, 0.25089454650878906, 1.1719361543655396, 0.15040628612041473, 0.0, 0.7692617177963257, 0.5989716649055481, 0.4962235987186432, 0.0, 0.4538492262363434]"
3131,"[0.5865025520324707, 0.17040714621543884, 0.45484596490859985, 0.17521727085113525, 1.1037598848342896, 0.933923602104187, 0.3674284815788269, 0.1241999939084053, 0.0, 0.20019590854644775, 0.4358168840408325, 0.16627976298332214, 0.1430419683456421, 0.49166810512542725, 0.7525228261947632, 0.0, 0.12115874141454697, 0.3726760745048523, 0.45190656185150146, 0.8118972778320312]"
3141,"[0.014416450634598732, 1.3088018894195557, 0.008047377690672874, 0.2623502016067505, 0.25936204195022583, 0.12097099423408508, 0.6711992025375366, 0.0, 0.28188908100128174, 0.6298232078552246, 0.30750298500061035, 0.3624897003173828, 1.3528062105178833, 0.0, 0.3111434280872345, 0.638685405254364, 0.0, 0.2439342588186264, 0.0, 0.1691792905330658]"
3151,"[0.0, 0.20515401661396027, 0.09620007127523422, 0.13782162964344025, 0.2550424039363861, 0.04564857855439186, 0.47473326325416565, 0.892407238483429, 0.0, 0.09289436787366867, 0.04041961953043938, 0.13158723711967468, 0.2801956534385681, 0.7764484286308289, 0.7126703858375549, 0.6683501601219177, 0.8734501004219055, 0.03217247128486633, 0.356206476688385, 0.9690439105033875]"
3161,"[0.4631510078907013, 0.0, 0.9266284108161926, 0.06958916783332825, 0.0, 0.0, 1.0912067890167236, 0.5016207695007324, 0.2911844253540039, 0.7777388095855713, 0.5638881921768188, 0.2802667021751404, 0.022383317351341248, 0.03890899941325188, 0.5066571831703186, 0.0, 0.8566679954528809, 0.5777027010917664, 0.02150413766503334, 0.0]"
3171,"[0.7675130367279053, 0.7578256130218506, 0.4413347840309143, 0.03116859309375286, 0.23366613686084747, 0.0, 0.5914246439933777, 0.2704581320285797, 0.7391135692596436, 0.0, 0.0, 0.16314192116260529, 0.0, 0.8064057230949402, 0.1903214454650879, 0.0, 1.175326943397522, 0.0, 0.08883339911699295, 0.0]"
3181,"[0.8474513292312622, 0.7311162948608398, 0.0, 0.06830330193042755, 0.06088104844093323, 0.0, 0.046037930995225906, 0.43460655212402344, 0.5412386655807495, 0.4415476322174072, 0.576121985912323, 0.0, 0.7785705924034119, 0.4740370512008667, 1.2773692607879639, 0.2457731068134308, 0.5684689879417419, 0.0, 0.12424034625291824, 0.0]"
3191,"[0.16294053196907043, 0.0, 0.3193037807941437, 0.9872848391532898, 0.44294556975364685, 0.578420877456665, 0.17681916058063507, 0.0, 0.8284578919410706, 0.037906043231487274, 0.08037867397069931, 0.5589015483856201, 1.432302713394165, 0.3846735954284668, 0.0, 0.0, 0.508733332157135, 0.0, 0.211272194981575, 0.0]"
3201,"[0.5066639184951782, 0.46285662055015564, 0.0, 0.0, 0.44869914650917053, 0.2635270357131958, 0.10464060306549072, 0.11769682168960571, 0.0, 0.7861968874931335, 0.09247948229312897, 0.5498206615447998, 0.663323163986206, 0.0, 0.0, 1.1050103902816772, 0.8913081884384155, 0.21637699007987976, 0.569512128829956, 0.0]"
3211,"[0.13809934258460999, 0.8273945450782776, 0.0, 1.050708532333374, 0.0, 0.0, 0.0, 1.0097202062606812, 0.2023554891347885, 0.5210533142089844, 1.1303763389587402, 0.23390117287635803, 0.09029357135295868, 0.0, 0.0, 0.2754323482513428, 0.31531822681427, 0.39548319578170776, 0.5904771685600281, 0.0]"
3221,"[0.43987032771110535, 0.35843631625175476, 0.0, 1.331981897354126, 0.5269568562507629, 1.1357494592666626, 0.47868797183036804, 0.3168843686580658, 0.0, 0.0, 0.1328478455543518, 0.0, 0.47538691759109497, 0.2039703130722046, 0.06863877177238464, 0.0, 0.18512478470802307, 0.21948419511318207, 0.46681562066078186, 0.20533254742622375]"
3231,"[0.031800586730241776, 1.0377895832061768, 0.32800987362861633, 0.1554027944803238, 0.05451110377907753, 0.0, 0.734216034412384, 0.6825129389762878, 0.3481983542442322, 0.36796537041664124, 1.3182796239852905, 0.0, 1.0596729516983032, 0.18280962109565735, 0.3015868067741394, 0.0, 0.0, 0.0, 0.0, 0.0]"
3241,"[0.4882275462150574, 0.7979545593261719, 0.15059155225753784, 0.06342356652021408, 0.5554874539375305, 0.6677719950675964, 0.0, 0.10496215522289276, 0.1589442640542984, 0.823459804058075, 0.0901438370347023, 1.3118177652359009, 0.0, 0.0, 0.7311761379241943, 0.0, 0.6276384592056274, 0.2024085968732834, 0.0, 0.8227588534355164]"
3251,"[0.1401827037334442, 0.0, 0.0954689234495163, 0.0, 0.14637021720409393, 0.4736054837703705, 0.28718301653862, 0.0, 0.15146484971046448, 0.3104695975780487, 0.34229516983032227, 0.3547252118587494, 0.9956484436988831, 0.8960726261138916, 0.4565083980560303, 0.6057127118110657, 0.07188081741333008, 0.4685761630535126, 1.145039439201355, 0.2613413333892822]"
3261,"[0.6856684684753418, 0.47112104296684265, 0.1255599707365036, 0.29407960176467896, 0.02530580572783947, 0.09382577240467072, 0.6228795051574707, 0.0, 0.6718083024024963, 1.3512622117996216, 0.0, 0.048178836703300476, 0.22196538746356964, 0.01768035814166069, 0.4265120029449463, 0.6189627647399902, 0.1270294487476349, 0.8585435748100281, 0.0, 0.21581292152404785]"
3271,"[0.3550345301628113, 0.18803128600120544, 0.5932246446609497, 0.22214093804359436, 0.4065483808517456, 0.0, 0.2285476177930832, 0.0, 0.23594634234905243, 0.6954206824302673, 0.0, 1.0978870391845703, 0.2249174863100052, 0.0, 1.2443437576293945, 0.0, 0.05692141503095627, 0.0, 0.10468234866857529, 0.0]"
3281,"[0.0, 0.5777385234832764, 0.0, 0.273633748292923, 0.0, 0.2391723245382309, 0.0, 0.41948652267456055, 0.508478581905365, 0.6463226079940796, 0.5356571674346924, 0.10695763677358627, 0.7529913783073425, 0.40616223216056824, 0.0, 0.37322357296943665, 1.3488355875015259, 0.1355915069580078, 0.573249876499176, 0.045165009796619415]"
3291,"[0.06354379653930664, 0.004478301852941513, 0.0, 0.0, 0.8617889881134033, 0.950937032699585, 0.6099485158920288, 0.0, 0.0, 0.5874492526054382, 0.19556204974651337, 0.7796216011047363, 0.5863602161407471, 0.1649683564901352, 0.35387879610061646, 0.29183122515678406, 0.416189968585968, 0.584455132484436, 0.7390812635421753, 0.5514581203460693]"
3301,"[0.0, 0.31788375973701477, 0.2269280105829239, 0.36741340160369873, 1.0172475576400757, 1.3994883298873901, 0.22306105494499207, 0.7616803050041199, 0.634682297706604, 0.29920074343681335, 0.4278053343296051, 0.0, 0.22873029112815857, 0.4654313325881958, 0.03788933902978897, 0.6355337500572205, 0.2764677107334137, 0.2422555685043335, 0.31749427318573, 0.10931387543678284]"
3311,"[0.2896878123283386, 0.6299504637718201, 0.6149845123291016, 0.6761910319328308, 0.4506397247314453, 0.8182541728019714, 0.0, 0.6601884961128235, 0.0, 0.38408637046813965, 0.4775070250034332, 0.14070776104927063, 0.37917351722717285, 0.9279919862747192, 0.12501755356788635, 0.0032631969079375267, 0.42314186692237854, 0.5350791811943054, 0.04131481796503067, 0.193948432803154]"
3321,"[0.7624771595001221, 0.0, 0.0, 0.046292517334222794, 0.17224958539009094, 0.514714777469635, 0.0, 0.27464017271995544, 0.8510934710502625, 0.0, 1.1598142385482788, 0.20114094018936157, 0.0, 0.7109568119049072, 0.614142894744873, 0.0, 0.5921135544776917, 0.4289998710155487, 0.8400600552558899, 0.5163788795471191]"
3331,"[0.0, 0.8876402974128723, 0.0, 0.0, 1.0727062225341797, 0.9037449955940247, 0.0, 0.0, 0.8056236505508423, 0.24717529118061066, 0.47457629442214966, 0.19573624432086945, 0.0, 0.15375202894210815, 0.286819726228714, 0.33498480916023254, 0.0, 0.6662585139274597, 0.0, 0.4885508716106415]"
3341,"[0.0, 0.14457347989082336, 0.3831954300403595, 0.3876534700393677, 0.7916367053985596, 0.09998445957899094, 0.1168457418680191, 0.6722357273101807, 0.4840620160102844, 0.4526515305042267, 0.0, 0.0, 0.3503088057041168, 0.7951685190200806, 0.0, 0.0, 1.463375210762024, 0.021321464329957962, 0.5098845958709717, 0.378063440322876]"
3351,"[0.7434993386268616, 0.47600504755973816, 0.4348880350589752, 0.019573083147406578, 0.0, 0.027782665565609932, 0.48300522565841675, 0.2287437617778778, 0.0, 0.667575478553772, 0.0, 0.4541017711162567, 0.0, 0.4243033528327942, 0.38930314779281616, 0.15473446249961853, 0.4455363154411316, 0.39987102150917053, 0.12314356863498688, 1.0415990352630615]"
3361,"[0.32400035858154297, 0.0, 0.9969820976257324, 0.48767656087875366, 0.4084218442440033, 0.37187400460243225, 0.0, 0.9507374167442322, 0.0, 0.0, 0.0, 0.03423522785305977, 0.7436925768852234, 0.0, 0.2426065057516098, 0.0, 0.9083155989646912, 0.0, 0.5648852586746216, 0.6460359692573547]"
3371,"[0.4396970272064209, 0.0, 1.0652658939361572, 0.27396997809410095, 0.042966943234205246, 0.28552132844924927, 0.10714796185493469, 0.5355679392814636, 0.3208637833595276, 0.5895512104034424, 0.19888465106487274, 0.6828312873840332, 0.2187626212835312, 0.942244827747345, 0.0, 0.0, 0.6754445433616638, 0.008621910586953163, 0.007362337317317724, 0.7927998304367065]"
3381,"[0.36646389961242676, 0.3197120130062103, 0.0, 0.16370244324207306, 0.06065073609352112, 1.4414260387420654, 0.42669162154197693, 0.1783556491136551, 0.0, 0.46746423840522766, 0.0, 0.0, 0.6313278675079346, 0.12675535678863525, 0.0, 0.8703846335411072, 0.6186675429344177, 0.1466825306415558, 0.5932310819625854, 0.11026675254106522]"
3391,"[0.14672382175922394, 0.2035260647535324, 0.4486403465270996, 0.6174418330192566, 0.14064481854438782, 0.47163477540016174, 0.07389054447412491, 0.04979388043284416, 0.8771957159042358, 0.10284643620252609, 0.19026824831962585, 0.06229221075773239, 0.6268026828765869, 0.2847556173801422, 0.20196165144443512, 1.220611333847046, 0.6837774515151978, 0.8059710264205933, 0.0, 0.49899736046791077]"
3401,"[0.0, 0.40213409066200256, 0.26236605644226074, 0.0020507494919002056, 0.5499193072319031, 0.548309326171875, 0.75311279296875, 0.0, 0.21007013320922852, 0.14992015063762665, 1.1526926755905151, 0.2907962501049042, 0.0, 0.19614432752132416, 0.0, 0.1591431349515915, 0.6920717358589172, 0.2215978503227234, 1.0208200216293335, 0.5180894136428833]"
3411,"[0.5964568257331848, 0.0, 0.6353474855422974, 0.4648398756980896, 0.4102422893047333, 0.4546669125556946, 0.0, 0.10618127137422562, 0.5596234202384949, 0.04283943772315979, 1.2577388286590576, 0.0, 0.15746933221817017, 0.496917188167572, 0.5008316040039062, 0.21342892944812775, 0.22868214547634125, 0.003019326366484165, 0.5519090294837952, 0.8331390619277954]"
3421,"[0.6046338677406311, 0.8290771245956421, 0.0, 0.268339604139328, 0.31524261832237244, 0.0, 0.0, 0.46891388297080994, 0.9144729375839233, 0.5391390323638916, 0.0, 0.011932555586099625, 0.0, 0.12261376529932022, 0.0, 0.39885520935058594, 0.4933542311191559, 0.06939355283975601, 0.7608590722084045, 0.9458047151565552]"
3431,"[0.0, 0.015540829859673977, 0.34245193004608154, 0.22109386324882507, 0.46382173895835876, 0.0, 0.8814660310745239, 0.2760654389858246, 0.2591564953327179, 0.056293319910764694, 0.6609190702438354, 0.05067716911435127, 0.0, 0.2701452970504761, 0.05511736869812012, 0.6700381636619568, 1.040820598602295, 0.0, 1.0058528184890747, 0.0]"
3441,"[1.1831059455871582, 0.08575805276632309, 0.4223657250404358, 0.0, 0.38401666283607483, 0.20074522495269775, 0.0, 0.0, 0.44259679317474365, 0.31680387258529663, 0.3171479403972626, 0.8057321310043335, 0.1900355964899063, 0.1912292242050171, 0.6058303117752075, 0.0, 0.8733571171760559, 0.3613359332084656, 0.11506000906229019, 0.5911446809768677]"
3451,"[0.0, 0.0, 0.5912583470344543, 0.3389977812767029, 0.010163811035454273, 0.6635445356369019, 0.1184263750910759, 0.20288464426994324, 0.0, 0.1223139613866806, 1.400403380393982, 0.34835514426231384, 0.6467284560203552, 0.20093126595020294, 0.06899188458919525, 0.3322104215621948, 0.14321626722812653, 0.17259879410266876, 0.39810431003570557, 1.0031309127807617]"
3461,"[0.0060090357437729836, 0.09883418679237366, 0.35413628816604614, 0.0, 0.5815303325653076, 0.4140007495880127, 1.271567702293396, 0.0, 0.0, 1.3847662210464478, 0.0, 0.012864281423389912, 0.12600640952587128, 0.4166860282421112, 0.6819695830345154, 0.0, 0.2070111185312271, 0.17005285620689392, 0.0, 0.41296517848968506]"
3471,"[0.2574602961540222, 0.6818891167640686, 1.1374832391738892, 0.0, 0.6713054180145264, 0.026343125849962234, 0.0, 0.49590492248535156, 0.0, 0.6093450784683228, 0.008931515738368034, 0.19677573442459106, 0.04204884544014931, 0.4232162535190582, 0.0, 0.0, 0.5609318017959595, 0.45900213718414307, 0.8094926476478577, 0.8257539868354797]"
3481,"[0.1898767501115799, 0.0, 0.5271220207214355, 0.21605053544044495, 0.10973037034273148, 0.14471536874771118, 0.2889314293861389, 0.0, 0.4144684970378876, 0.2761213183403015, 0.0, 0.08629107475280762, 1.0273818969726562, 1.020159363746643, 0.5111289024353027, 0.18876774609088898, 0.7073103189468384, 0.3694949746131897, 0.33226749300956726, 0.0]"
3491,"[0.21863088011741638, 0.0, 0.015772413462400436, 1.1167513132095337, 0.3821163475513458, 0.3813849091529846, 0.6841824650764465, 0.678998589515686, 0.08145253360271454, 0.0, 0.19951771199703217, 0.37009257078170776, 0.14291556179523468, 0.6438409686088562, 0.0, 0.7932170033454895, 0.4113198220729828, 0.18063129484653473, 0.45862072706222534, 0.820784330368042]"
3501,"[0.3690909743309021, 0.20078206062316895, 0.01934695616364479, 0.0, 0.42519134283065796, 0.08214990049600601, 0.6648713946342468, 0.3199945390224457, 0.0, 1.1636955738067627, 0.3188999891281128, 0.0, 0.9176671504974365, 0.0, 0.0, 0.602322518825531, 0.1738365739583969, 0.038013964891433716, 0.4804230034351349, 0.37377193570137024]"
3511,"[0.29334643483161926, 0.0, 0.008463305421173573, 0.786525547504425, 0.12182044982910156, 0.7227687835693359, 0.0, 0.04551680013537407, 0.0, 0.0, 0.45218172669410706, 0.0, 1.0732165575027466, 0.09857688099145889, 0.5803654193878174, 0.05634903535246849, 0.7737104296684265, 0.709179699420929, 0.05175131931900978, 0.3412357270717621]"
3521,"[0.8221530318260193, 0.34277746081352234, 0.7880605459213257, 0.0, 0.0, 1.3292932510375977, 0.4851386845111847, 0.22728803753852844, 0.29422205686569214, 0.3626074194908142, 0.6148203015327454, 0.22294986248016357, 0.0, 0.0, 0.0030593397095799446, 0.6041126847267151, 0.6920842528343201, 0.1325559765100479, 0.5415583252906799, 0.5917208194732666]"
3531,"[0.4720832109451294, 0.0, 0.38346144556999207, 0.7576650381088257, 0.3438928723335266, 0.0341372936964035, 0.8649590611457825, 0.0, 0.0, 0.05125122144818306, 0.44567421078681946, 0.9143784046173096, 0.20793560147285461, 0.5179351568222046, 0.5296977162361145, 0.7967665791511536, 0.5281557440757751, 0.0, 0.0, 0.09395630657672882]"
3541,"[0.0, 0.1682049185037613, 0.5496233105659485, 0.4578814208507538, 0.9224531650543213, 0.3133118152618408, 0.06800955533981323, 0.7525099515914917, 0.0, 0.0, 0.0, 0.5460272431373596, 1.1065220832824707, 0.06679488718509674, 0.24643637239933014, 0.19991016387939453, 0.0, 0.6537169814109802, 0.0, 0.2865912914276123]"
3551,"[0.0, 0.14864897727966309, 0.4051734209060669, 0.9363985657691956, 0.5535566210746765, 0.030362658202648163, 0.004136423114687204, 0.9792730808258057, 0.025355909019708633, 0.1117771789431572, 0.2652243673801422, 0.004450835753232241, 0.4539874792098999, 0.5198574066162109, 0.7774332165718079, 0.1804353892803192, 0.0, 1.0611764192581177, 0.0, 0.4376932680606842]"
3561,"[0.0, 0.0, 0.47899433970451355, 0.07547811418771744, 0.0, 0.6260632276535034, 0.6774369478225708, 0.7500442266464233, 0.9453796148300171, 0.2523232400417328, 0.567387580871582, 0.0, 0.7221176624298096, 0.2830100953578949, 0.6376162171363831, 0.0, 0.34787672758102417, 0.0, 1.0775665044784546, 0.11352568864822388]"
3571,"[1.2025548219680786, 0.0, 0.5059567093849182, 0.5970803499221802, 0.0, 0.1710413694381714, 0.9799776673316956, 0.0, 0.32911622524261475, 0.0, 0.008134359493851662, 0.3320668637752533, 0.16278789937496185, 0.0, 0.0, 0.9497601985931396, 0.06340871006250381, 0.1732383668422699, 0.44806918501853943, 0.0]"
